ad_id,reporting_start,reporting_end,campaign_id,fb_campaign_id,age,gender,interest1,interest2,interest3,impressions,clicks,spent,total_conversion,approved_conversion
778112,2018-06-13,2018-06-13,936,115796,35-39,M,29,33,35,11446,2,3.09,1,1
778113,2018-06-14,2018-06-14,936,115796,35-39,M,29,35,35,4595,0,0,1,0
778124,2018-06-15,2018-06-15,936,115798,30-34,M,29,34,32,4871,0,0,1,0
778148,2018-06-16,2018-06-16,936,115802,35-39,M,28,32,30,3199,0,0,1,0
778156,2018-06-17,2018-06-17,936,115804,30-34,M,28,32,31,9388,2,3.14,1,0
778161,2018-06-18,2018-06-18,936,115804,30-34,M,28,31,33,17954,6,7.54,2,1
778208,2018-06-19,2018-06-19,936,115812,40-44,F,29,32,32,2755,0,0,1,0
778264,2018-06-20,2018-06-20,936,115822,40-44,F,27,31,30,8152,1,0.99,1,0
778266,2018-06-21,2018-06-21,936,115822,40-44,F,27,32,28,74542,19,34.15,1,0
778421,2018-06-22,2018-06-22,936,115848,40-44,F,20,21,23,6699,2,3.09,1,0
778422,2018-06-23,2018-06-23,936,115848,40-44,F,20,25,24,11911,4,3.96,1,0
778461,2018-06-24,2018-06-24,936,115854,40-44,M,29,35,33,10090,2,2.65,1,1
778471,2018-06-25,2018-06-25,936,115856,30-34,M,32,35,36,1273,0,0,1,1
778483,2018-06-26,2018-06-26,936,115858,40-44,F,18,24,20,24188,5,8.18,1,0
778529,2018-06-27,2018-06-27,936,115866,30-34,M,31,35,33,2214,0,0,1,0
778556,2018-06-28,2018-06-28,936,115870,40-44,M,32,35,38,9735,4,4.13,1,1
778590,2018-06-29,2018-06-29,936,115876,30-34,M,30,36,36,1371,0,0,1,1
778600,2018-06-30,2018-06-30,936,115878,40-44,F,22,23,25,10750,4,5.39,1,0
778626,2018-07-01,2018-07-01,936,115882,30-34,M,29,33,35,7629,1,0.72,1,1
778628,2018-07-02,2018-07-02,936,115882,30-34,M,29,35,30,4608,0,0,1,0
778674,2018-07-03,2018-07-03,936,115890,35-39,M,29,31,30,3732,0,0,1,0
778689,2018-07-04,2018-07-04,936,115892,30-34,M,28,32,32,7453,1,1.68,1,1
778722,2018-07-05,2018-07-05,936,115898,35-39,F,64,70,67,41785,14,19.1,1,0
778737,2018-07-06,2018-07-06,936,115900,35-39,M,27,32,30,8077,2,3.58,1,1
778756,2018-07-07,2018-07-07,936,115904,35-39,F,63,65,65,5602,1,1.58,1,0
778804,2018-07-08,2018-07-08,936,115912,30-34,M,26,29,29,6184,2,2.75,1,1
778808,2018-07-09,2018-07-09,936,115912,30-34,M,26,28,29,1738,0,0,1,0
778964,2018-07-10,2018-07-10,936,115938,35-39,F,27,33,28,112460,25,41.29,1,0
779057,2018-07-11,2018-07-11,936,115954,40-44,M,15,21,21,4414,0,0,1,0
779106,2018-07-12,2018-07-12,936,115962,35-39,F,30,35,36,14670,7,9.41,1,0
779438,2018-07-13,2018-07-13,936,116031,30-34,F,64,66,69,33144,9,13.41,1,0
779453,2018-07-14,2018-07-14,936,116033,45-49,M,64,68,70,4397,1,0.95,1,0
779488,2018-07-15,2018-07-15,936,116039,45-49,M,65,68,69,1006,0,0,1,0
779573,2018-07-16,2018-07-16,936,116053,35-39,F,10,13,16,89527,24,32.29,1,0
779608,2018-07-17,2018-07-17,936,116059,35-39,F,15,18,16,2459,0,0,1,0
779609,2018-07-18,2018-07-18,936,116059,35-39,F,15,20,18,7116,2,1.73,1,1
779622,2018-07-19,2018-07-19,936,116061,30-34,F,15,18,17,8613,1,0.89,2,0
779631,2018-07-20,2018-07-20,936,116063,35-39,F,16,19,18,9730,1,1.38,1,0
779644,2018-07-21,2018-07-21,936,116065,30-34,F,16,20,20,51816,8,10.23,2,1
779645,2018-07-22,2018-07-22,936,116065,30-34,F,16,21,20,27289,3,4.43,1,0
779715,2018-07-23,2018-07-23,936,116077,30-34,F,29,32,33,20409,4,3.83,1,0
779716,2018-07-24,2018-07-24,936,116077,30-34,F,29,32,34,8044,1,1.11,1,0
779738,2018-07-25,2018-07-25,936,116081,30-34,F,28,32,33,15645,4,5.35,1,0
779778,2018-07-26,2018-07-26,936,116087,30-34,F,31,37,34,2466,0,0,2,2
779789,2018-07-27,2018-07-27,936,116089,45-49,M,10,14,13,11611,3,3.95,1,1
779824,2018-07-28,2018-07-28,936,116095,45-49,M,7,13,9,9375,3,4.02,1,0
779871,2018-07-29,2018-07-29,936,116103,30-34,F,32,37,34,4402,1,1.33,1,1
779918,2018-07-30,2018-07-30,936,116111,30-34,F,18,23,24,8469,2,3.09,1,0
779922,2018-07-31,2018-07-31,936,116111,30-34,F,18,22,24,5823,1,1.42,1,1
779944,2018-08-01,2018-08-01,936,116115,35-39,M,10,13,16,2549,0,0,1,0
779979,2018-08-02,2018-08-02,936,116121,35-39,M,16,17,21,25817,4,6.02,1,0
779995,2018-08-03,2018-08-03,936,116123,30-34,F,20,24,25,1961,0,0,1,0
780064,2018-08-04,2018-08-04,936,116135,30-34,F,22,24,25,2554,0,0,1,0
780104,2018-08-05,2018-08-05,936,116147,30-34,F,25,27,26,4971,1,1.23,1,1
780199,2018-08-06,2018-08-06,936,116163,35-39,F,23,28,27,1030,0,0,1,1
780318,2018-08-07,2018-08-07,936,116183,45-49,F,29,32,31,162341,56,77.08,3,0
780323,2018-08-08,2018-08-08,936,116183,45-49,F,29,35,34,24542,7,9.33,1,0
780486,2018-08-09,2018-08-09,936,116216,30-34,F,65,69,71,2879,0,0,1,1
780498,2018-08-10,2018-08-10,936,116218,30-34,F,64,65,68,13621,3,4.09,1,0
780511,2018-08-11,2018-08-11,936,116220,30-34,F,63,65,66,6175,1,1.37,2,1
780629,2018-08-12,2018-08-12,936,116240,30-34,F,28,34,34,2963,0,0,1,0
780653,2018-08-13,2018-08-13,936,116244,30-34,F,29,33,35,9076,1,1.38,1,1
780655,2018-08-14,2018-08-14,936,116244,30-34,F,29,33,34,20941,4,5.91,1,1
780666,2018-08-15,2018-08-15,936,116246,45-49,F,10,13,13,3462,0,0,1,0
780681,2018-08-16,2018-08-16,936,116248,30-34,F,26,29,29,4073,0,0,1,1
780700,2018-08-17,2018-08-17,936,116252,30-34,F,27,33,30,3745,0,0,1,0
780748,2018-08-18,2018-08-18,936,116265,30-34,F,24,26,28,830,0,0,1,0
780759,2018-08-19,2018-08-19,936,116267,45-49,F,18,24,22,2912,0,0,1,0
780760,2018-08-20,2018-08-20,936,116267,45-49,F,18,23,22,17167,5,6.91,1,0
780797,2018-08-21,2018-08-21,936,116273,30-34,F,22,25,25,24491,7,9.54,1,0
780799,2018-08-22,2018-08-22,936,116273,30-34,F,22,24,26,44699,13,17.3,2,0
780821,2018-08-23,2018-08-23,936,116277,30-34,F,23,24,25,6469,2,1.31,1,0
780830,2018-08-24,2018-08-24,936,116279,45-49,F,16,17,17,16053,3,4.08,1,1
780835,2018-08-25,2018-08-25,936,116279,45-49,F,16,21,21,54724,12,17.93,1,1
780867,2018-08-26,2018-08-26,936,116285,30-34,F,21,27,26,4706,1,1.22,1,0
780974,2018-08-27,2018-08-27,936,116303,40-44,F,32,38,36,8316,3,4.57,1,1
781066,2018-08-28,2018-08-28,936,116323,40-44,F,22,26,25,5794,2,2.27,1,0
781114,2018-08-29,2018-08-29,936,116331,40-44,F,18,24,22,4813,1,1.03,1,0
781159,2018-08-30,2018-08-30,936,116339,40-44,F,10,15,11,85285,26,36.13,1,0
781162,2018-08-31,2018-08-31,936,116339,40-44,F,10,11,13,5839,1,1.37,1,0
781175,2018-09-01,2018-09-01,936,116341,40-44,F,15,16,21,5859,1,1.54,1,0
781187,2018-09-02,2018-09-02,936,116343,40-44,F,16,22,19,164118,41,59.07,1,0
781195,2018-09-03,2018-09-03,936,116345,35-39,F,63,67,69,18234,6,7.81,1,0
781207,2018-09-04,2018-09-04,936,116347,35-39,F,64,67,70,2755,0,0,1,0
781303,2018-09-05,2018-09-05,936,116363,35-39,F,27,29,30,73676,20,28.5,1,0
781305,2018-09-06,2018-09-06,936,116363,35-39,F,27,30,28,18421,7,10.08,1,0
781327,2018-09-07,2018-09-07,936,116367,35-39,F,29,35,35,164754,49,67.98,2,1
781353,2018-09-08,2018-09-08,936,116371,35-39,F,10,13,15,7449,1,1.64,1,1
781354,2018-09-09,2018-09-09,936,116371,35-39,F,10,14,16,6424,1,0.53,1,0
781438,2018-09-10,2018-09-10,936,116385,30-34,M,63,65,68,2086,0,0,1,0
781470,2018-09-11,2018-09-11,936,116391,35-39,M,16,17,18,6016,0,0,1,0
781499,2018-09-12,2018-09-12,936,116395,35-39,M,15,21,20,6412,1,1.37,1,0
781508,2018-09-13,2018-09-13,936,116397,30-34,F,63,68,64,5040,1,1.44,1,0
781556,2018-09-14,2018-09-14,936,116405,30-34,F,32,37,36,1772,0,0,1,0
781559,2018-09-15,2018-09-15,936,116405,30-34,F,32,38,34,1783,0,0,1,0
781606,2018-09-16,2018-09-16,936,116413,35-39,M,20,21,24,8200,3,3.92,1,0
781690,2018-09-17,2018-09-17,936,116427,45-49,F,26,28,30,115896,38,49.44,1,0
781811,2018-09-18,2018-09-18,936,116447,35-39,F,16,17,22,10186,1,1.23,1,1
781857,2018-09-19,2018-09-19,936,116455,30-34,M,20,21,24,9134,3,4.18,2,0
781858,2018-09-20,2018-09-20,936,116455,30-34,M,20,25,22,3385,1,1.44,1,1
781907,2018-09-21,2018-09-21,936,116463,45-49,F,21,27,23,1314,0,0,1,0
781928,2018-09-22,2018-09-22,936,116467,30-34,M,18,21,22,2916,0,0,1,1
781929,2018-09-23,2018-09-23,936,116467,30-34,M,18,21,21,6142,1,1.33,1,0
781950,2018-09-24,2018-09-24,936,116471,30-34,F,20,26,21,1984,0,0,1,0
781999,2018-09-25,2018-09-25,936,116479,30-34,M,24,30,29,9142,3,3.75,1,0
782001,2018-09-26,2018-09-26,936,116479,30-34,M,24,30,28,5475,2,2.73,1,1
782022,2018-09-27,2018-09-27,936,116483,30-34,F,18,24,20,8254,2,2.32,1,1
782026,2018-09-28,2018-09-28,936,116483,30-34,F,18,24,20,5704,1,1.32,1,0
782130,2018-09-29,2018-09-29,936,116501,30-34,F,16,18,21,7301,0,0,1,0
782134,2018-09-30,2018-09-30,936,116501,30-34,F,16,19,21,37873,5,6.17,1,1
782135,2018-10-01,2018-10-01,936,116501,30-34,F,16,20,17,25267,4,4.94,2,1
782171,2018-10-02,2018-10-02,936,116507,30-34,F,30,31,32,535,0,0,1,0
782180,2018-10-03,2018-10-03,936,116509,30-34,M,29,34,30,3396,0,0,1,0
782219,2018-10-04,2018-10-04,936,116515,30-34,M,26,27,32,977,0,0,1,0
782228,2018-10-05,2018-10-05,936,116517,40-44,F,63,64,66,12318,5,6.34,1,1
782242,2018-10-06,2018-10-06,936,116519,30-34,F,28,34,31,4783,1,0.86,1,0
782275,2018-10-07,2018-10-07,936,116525,30-34,F,29,31,30,6475,1,1.35,1,0
782337,2018-10-08,2018-10-08,936,116535,45-49,F,16,18,19,104578,29,39.25,1,1
782407,2018-10-09,2018-10-09,936,116547,45-49,F,10,12,11,33664,11,12.51,1,0
782443,2018-10-10,2018-10-10,936,116553,40-44,F,20,25,24,979,0,0,1,0
782541,2018-10-11,2018-10-11,936,116569,40-44,F,28,29,30,7337,3,4.08,1,0
782587,2018-10-12,2018-10-12,936,116577,30-34,M,10,13,16,2499,0,0,1,0
782647,2018-10-13,2018-10-13,936,116587,40-44,F,27,33,30,11244,3,4.55,1,0
782658,2018-10-14,2018-10-14,936,116589,30-34,M,15,17,19,4827,0,0,1,0
782694,2018-10-15,2018-10-15,936,116595,35-39,F,29,31,35,29035,7,8.91,2,2
782706,2018-10-16,2018-10-16,936,116597,35-39,F,30,32,32,761,0,0,1,0
782754,2018-10-17,2018-10-17,936,116605,35-39,F,26,31,32,6532,1,1.61,1,0
782815,2018-10-18,2018-10-18,936,116615,40-44,F,10,16,15,11537,3,4.3,1,0
782816,2018-10-19,2018-10-19,936,116615,40-44,F,10,13,11,12183,3,2.87,1,0
782862,2018-10-20,2018-10-20,936,116623,35-39,F,64,70,67,5912,1,1.56,1,1
950068,2018-10-21,2018-10-21,936,123438,30-34,M,10,12,13,4012,1,1.57,1,0
950078,2018-10-22,2018-10-22,936,123440,30-34,M,16,22,17,12396,2,3.21,2,1
950079,2018-10-23,2018-10-23,936,123440,30-34,M,16,20,22,3142,0,0,2,2
950099,2018-10-24,2018-10-24,936,123443,30-34,M,18,23,23,1120,0,0,1,0
950109,2018-10-25,2018-10-25,936,123445,30-34,M,20,24,22,343,0,0,1,1
950170,2018-10-26,2018-10-26,936,123455,30-34,M,15,19,16,1720,0,0,1,1
950179,2018-10-27,2018-10-27,936,123457,30-34,M,16,22,19,3423,0,0,1,1
950182,2018-10-28,2018-10-28,936,123457,30-34,M,16,20,19,3242,0,0,1,0
950183,2018-10-29,2018-10-29,936,123457,30-34,M,16,22,19,15720,1,1.38,1,0
950200,2018-10-30,2018-10-30,936,123460,30-34,M,10,13,15,1217,0,0,1,1
950224,2018-10-31,2018-10-31,936,123464,40-44,M,20,21,23,2367,2,2.84,1,1
950326,2018-11-01,2018-11-01,936,123481,35-39,M,16,19,22,6607,1,1.32,2,0
950345,2018-11-02,2018-11-02,936,123484,30-34,M,64,66,65,616,0,0,1,0
950452,2018-11-03,2018-11-03,936,123502,45-49,M,16,22,22,5537,1,1.52,1,0
950463,2018-11-04,2018-11-04,936,123504,45-49,M,15,19,18,818,0,0,1,0
950495,2018-11-05,2018-11-05,936,123509,45-49,M,21,25,25,1909,1,0.98,1,0
950521,2018-11-06,2018-11-06,936,123514,30-34,M,21,27,25,351,0,0,1,0
950531,2018-11-07,2018-11-07,936,123515,45-49,M,22,24,26,572,0,0,1,0
950537,2018-11-08,2018-11-08,936,123516,40-44,M,36,41,40,1884,1,1.41,1,0
950550,2018-11-09,2018-11-09,936,123519,30-34,M,30,35,36,219,0,0,1,0
950577,2018-11-10,2018-11-10,936,123523,30-34,M,32,38,34,540,0,0,1,1
950578,2018-11-11,2018-11-11,936,123523,30-34,M,32,37,37,550,0,0,1,0
950595,2018-11-12,2018-11-12,936,123526,30-34,M,26,30,31,465,0,0,1,0
950609,2018-11-13,2018-11-13,936,123528,30-34,M,29,31,35,1761,0,0,1,1
950629,2018-11-14,2018-11-14,936,123532,30-34,M,65,67,68,152,0,0,1,1
950631,2018-11-15,2018-11-15,936,123532,30-34,M,65,70,70,152,0,0,1,1
950649,2018-11-16,2018-11-16,936,123535,30-34,M,64,67,70,429,0,0,1,0
950745,2018-11-17,2018-11-17,936,123551,30-34,M,29,32,31,1514,0,0,2,2
950770,2018-11-18,2018-11-18,936,123555,30-34,M,28,31,30,7780,3,4.33,2,2
950772,2018-11-19,2018-11-19,936,123556,35-39,M,28,30,33,460,0,0,1,0
950773,2018-11-20,2018-11-20,936,123556,35-39,M,28,29,32,471,0,0,1,0
950776,2018-11-21,2018-11-21,936,123556,35-39,M,28,29,32,2633,1,1.07,1,0
950787,2018-11-22,2018-11-22,936,123558,30-34,M,27,32,30,199,0,0,1,0
950808,2018-11-23,2018-11-23,936,123562,35-39,M,32,33,38,398,0,0,1,0
950839,2018-11-24,2018-11-24,936,123567,30-34,M,24,29,25,246,0,0,2,2
950878,2018-11-25,2018-11-25,936,123573,40-44,M,10,11,15,2967,1,1.5,1,1
950969,2018-11-26,2018-11-26,936,123588,45-49,M,36,38,40,255,0,0,1,0
951021,2018-11-27,2018-11-27,936,123597,30-34,F,7,13,9,457,0,0,1,1
951033,2018-11-28,2018-11-28,936,123599,30-34,F,10,13,13,5517,1,1.23,1,0
951035,2018-11-29,2018-11-29,936,123599,30-34,F,10,15,12,1539,0,0,1,1
951043,2018-11-30,2018-11-30,936,123601,30-34,F,16,22,17,3189,0,0,1,0
951045,2018-12-01,2018-12-01,936,123601,30-34,F,16,20,21,3348,0,0,1,0
951046,2018-12-02,2018-12-02,936,123601,30-34,F,16,18,17,20050,4,4.66,4,1
951102,2018-12-03,2018-12-03,936,123611,45-49,M,16,18,19,2254,0,0,1,0
951105,2018-12-04,2018-12-04,936,123611,45-49,M,16,20,21,5894,1,1.54,1,1
951133,2018-12-05,2018-12-05,936,123616,35-39,M,16,21,19,9948,2,2.72,2,0
951202,2018-12-06,2018-12-06,936,123627,45-49,F,26,29,28,5307,3,4.29,2,1
951225,2018-12-07,2018-12-07,936,123631,35-39,F,22,28,28,4621,2,3.25,1,1
951270,2018-12-08,2018-12-08,936,123639,35-39,F,18,21,19,784,0,0,1,1
951282,2018-12-09,2018-12-09,936,123641,35-39,F,16,22,17,5775,1,1.58,1,1
951285,2018-12-10,2018-12-10,936,123641,35-39,F,16,20,20,9297,2,2.62,2,1
951294,2018-12-11,2018-12-11,936,123643,35-39,F,15,16,17,699,0,0,1,0
951305,2018-12-12,2018-12-12,936,123644,35-39,F,10,12,13,1104,0,0,1,0
951334,2018-12-13,2018-12-13,936,123649,30-34,F,64,70,69,3717,1,1.54,1,0
951391,2018-12-14,2018-12-14,936,123659,30-34,F,28,29,33,2879,1,1.59,2,2
951392,2018-12-15,2018-12-15,936,123659,30-34,F,28,31,32,2749,1,1.39,1,0
951400,2018-12-16,2018-12-16,936,123660,45-49,F,10,12,15,24028,9,12.39,2,0
951402,2018-12-17,2018-12-17,936,123661,30-34,F,29,32,31,1118,0,0,1,1
951413,2018-12-18,2018-12-18,936,123662,30-34,F,26,29,27,1083,0,0,2,1
951420,2018-12-19,2018-12-19,936,123664,30-34,F,27,33,32,843,0,0,1,0
951444,2018-12-20,2018-12-20,936,123668,30-34,F,25,28,26,2983,1,0.97,1,0
951448,2018-12-21,2018-12-21,936,123668,30-34,F,25,30,28,696,0,0,1,0
951462,2018-12-22,2018-12-22,936,123671,45-49,F,16,20,19,7589,2,3.15,1,1
951464,2018-12-23,2018-12-23,936,123671,45-49,F,16,17,21,20997,10,11.95,1,0
951465,2018-12-24,2018-12-24,936,123671,45-49,F,16,18,17,4617,1,1.36,1,0
951498,2018-12-25,2018-12-25,936,123677,45-49,F,20,22,21,259,0,0,1,0
951508,2018-12-26,2018-12-26,936,123678,30-34,F,18,21,22,1134,0,0,1,0
951542,2018-12-27,2018-12-27,936,123684,40-44,F,27,32,28,357,0,0,1,0
951607,2018-12-28,2018-12-28,936,123695,40-44,F,10,15,15,848,0,0,1,1
951608,2018-12-29,2018-12-29,936,123695,40-44,F,10,15,13,3149,1,1.48,1,0
951641,2018-12-30,2018-12-30,936,123700,40-44,F,2,4,7,87,0,0,1,1
951677,2018-12-31,2018-12-31,936,123706,35-39,F,27,28,31,2563,1,1.48,1,0
951692,2019-01-01,2019-01-01,936,123709,35-39,F,10,15,14,1107,0,0,1,0
951715,2019-01-02,2019-01-02,936,123713,45-49,F,64,65,65,10677,5,7.27,1,0
951756,2019-01-03,2019-01-03,936,123720,35-39,F,22,25,26,2189,1,0.41,1,0
951779,2019-01-04,2019-01-04,936,123723,45-49,F,27,32,29,3277,2,2.68,1,0
951782,2019-01-05,2019-01-05,936,123724,45-49,F,26,30,29,781,0,0,1,0
951810,2019-01-06,2019-01-06,936,123729,35-39,F,16,17,22,2226,0,0,1,0
951812,2019-01-07,2019-01-07,936,123729,35-39,F,16,18,18,16274,4,6.08,2,0
951837,2019-01-08,2019-01-08,936,123733,45-49,F,20,23,23,2077,1,1.51,1,1
951853,2019-01-09,2019-01-09,936,123736,30-34,F,20,23,25,529,0,0,0,0
951854,2019-01-10,2019-01-10,936,123736,30-34,F,20,26,25,487,0,0,1,0
951856,2019-01-11,2019-01-11,936,123736,30-34,F,20,23,21,4626,2,2.1,2,0
951941,2019-01-12,2019-01-12,936,123750,30-34,F,28,33,34,2764,1,1.56,1,1
952001,2019-01-13,2019-01-13,936,123760,45-49,F,10,12,13,5447,2,2.96,1,0
952031,2019-01-14,2019-01-14,936,123765,40-44,F,16,17,17,28169,8,12.37,1,1
952080,2019-01-15,2019-01-15,936,123774,40-44,F,27,30,30,415,0,0,1,0
952100,2019-01-16,2019-01-16,936,123777,35-39,F,29,31,30,810,0,0,1,1
1121091,2019-01-17,2019-01-17,1178,144531,30-34,M,10,11,15,1194718,141,254.05,28,14
1121092,2019-01-18,2019-01-18,1178,144531,30-34,M,10,12,11,637648,67,122.4,13,5
1121094,2019-01-19,2019-01-19,1178,144531,30-34,M,10,16,15,24362,0,0,1,1
1121095,2019-01-20,2019-01-20,1178,144531,30-34,M,10,16,12,459690,50,86.33,5,2
1121096,2019-01-21,2019-01-21,1178,144531,30-34,M,10,11,16,750060,86,161.91,11,2
1121097,2019-01-22,2019-01-22,1178,144532,30-34,M,15,18,18,30068,1,1.82,1,0
1121098,2019-01-23,2019-01-23,1178,144532,30-34,M,15,18,21,1267550,123,236.77,24,10
1121100,2019-01-24,2019-01-24,1178,144532,30-34,M,15,20,17,3052003,340,639.95,60,17
1121101,2019-01-25,2019-01-25,1178,144532,30-34,M,15,17,21,29945,1,1.59,2,1
1121102,2019-01-26,2019-01-26,1178,144532,30-34,M,15,18,20,357856,30,52.97,7,3
1121104,2019-01-27,2019-01-27,1178,144533,30-34,M,16,20,20,2080666,202,360.15,40,21
1121105,2019-01-28,2019-01-28,1178,144533,30-34,M,16,22,19,145999,9,16.52,5,2
1121107,2019-01-29,2019-01-29,1178,144533,30-34,M,16,17,19,32616,1,1.54,2,0
1121108,2019-01-30,2019-01-30,1178,144533,30-34,M,16,20,18,984521,95,163.9,26,14
1121110,2019-01-31,2019-01-31,1178,144534,30-34,M,18,20,22,880814,123,210.36,6,2
1121111,2019-02-01,2019-02-01,1178,144534,30-34,M,18,19,21,182452,20,35.73,4,1
1121113,2019-02-02,2019-02-02,1178,144534,30-34,M,18,24,24,894911,120,215.84,7,4
1121114,2019-02-03,2019-02-03,1178,144534,30-34,M,18,23,23,31349,2,3.8,1,0
1121115,2019-02-04,2019-02-04,1178,144535,30-34,M,19,21,21,410310,55,96.8,3,0
1121116,2019-02-05,2019-02-05,1178,144535,30-34,M,19,20,24,572450,89,157.33,7,4
1121117,2019-02-06,2019-02-06,1178,144535,30-34,M,19,24,25,98759,15,26.57,1,1
1121119,2019-02-07,2019-02-07,1178,144535,30-34,M,19,21,22,345371,54,93.09,7,3
1121121,2019-02-08,2019-02-08,1178,144536,30-34,M,20,22,25,323899,46,78.92,5,1
1121122,2019-02-09,2019-02-09,1178,144536,30-34,M,20,21,25,399199,58,103.15,3,0
1121123,2019-02-10,2019-02-10,1178,144536,30-34,M,20,24,22,171202,22,36.53,3,1
1121124,2019-02-11,2019-02-11,1178,144536,30-34,M,20,26,24,128386,15,28.85,2,1
1121125,2019-02-12,2019-02-12,1178,144536,30-34,M,20,26,24,1034284,152,257.71,20,9
1121126,2019-02-13,2019-02-13,1178,144536,30-34,M,20,21,24,45923,5,7.22,2,0
1121127,2019-02-14,2019-02-14,1178,144537,30-34,M,21,23,22,40873,4,7.9,2,1
1121128,2019-02-15,2019-02-15,1178,144537,30-34,M,21,26,22,286553,34,62.06,2,1
1121129,2019-02-16,2019-02-16,1178,144537,30-34,M,21,25,25,20618,1,2.1,2,1
1121131,2019-02-17,2019-02-17,1178,144537,30-34,M,21,27,25,83591,7,14.14,2,2
1121132,2019-02-18,2019-02-18,1178,144537,30-34,M,21,23,27,114923,12,23.73,4,2
1121133,2019-02-19,2019-02-19,1178,144538,30-34,M,22,25,23,25002,1,1.71,1,0
1121134,2019-02-20,2019-02-20,1178,144538,30-34,M,22,27,28,68905,5,9.44,1,0
1121136,2019-02-21,2019-02-21,1178,144538,30-34,M,22,26,26,169588,16,27.8,1,0
1121138,2019-02-22,2019-02-22,1178,144538,30-34,M,22,26,24,328991,35,67.65,5,2
1121141,2019-02-23,2019-02-23,1178,144539,30-34,M,23,29,27,23198,2,2.98,1,0
1121142,2019-02-24,2019-02-24,1178,144539,30-34,M,23,24,27,26890,2,3.24,1,0
1121143,2019-02-25,2019-02-25,1178,144539,30-34,M,23,28,27,221695,31,52.26,5,2
1121152,2019-02-26,2019-02-26,1178,144541,30-34,M,24,29,28,88443,7,13.04,1,1
1121153,2019-02-27,2019-02-27,1178,144541,30-34,M,24,27,30,187856,23,38.39,5,1
1121164,2019-02-28,2019-02-28,1178,144545,30-34,M,25,31,30,570699,80,138.77,9,2
1121167,2019-03-01,2019-03-01,1178,144545,30-34,M,25,29,31,1063508,145,260.38,23,7
1121168,2019-03-02,2019-03-02,1178,144545,30-34,M,25,27,28,50523,6,8.55,1,0
1121172,2019-03-03,2019-03-03,1178,144547,30-34,M,26,30,28,87935,9,15.63,1,0
1121173,2019-03-04,2019-03-04,1178,144547,30-34,M,26,31,32,278225,33,60.2,3,0
1121175,2019-03-05,2019-03-05,1178,144547,30-34,M,26,28,29,209461,20,34.19,1,0
1121177,2019-03-06,2019-03-06,1178,144547,30-34,M,26,28,29,26316,2,3.24,3,0
1121181,2019-03-07,2019-03-07,1178,144549,30-34,M,27,32,29,41030,3,5.14,2,1
1121182,2019-03-08,2019-03-08,1178,144549,30-34,M,27,28,33,876671,120,216.56,22,4
1121183,2019-03-09,2019-03-09,1178,144549,30-34,M,27,32,29,399392,53,93.07,5,0
1121184,2019-03-10,2019-03-10,1178,144549,30-34,M,27,31,29,283858,30,56.06,1,0
1121185,2019-03-11,2019-03-11,1178,144549,30-34,M,27,28,29,260699,31,54.1,5,2
1121193,2019-03-12,2019-03-12,1178,144552,30-34,M,28,34,29,57781,5,7.8,2,1
1121195,2019-03-13,2019-03-13,1178,144552,30-34,M,28,34,33,38757,3,5.22,1,0
1121196,2019-03-14,2019-03-14,1178,144552,30-34,M,28,29,29,1392288,206,358.55,31,7
1121197,2019-03-15,2019-03-15,1178,144552,30-34,M,28,30,32,1109387,159,280.99,13,2
1121202,2019-03-16,2019-03-16,1178,144554,30-34,M,29,32,34,581281,65,115.12,10,5
1121203,2019-03-17,2019-03-17,1178,144554,30-34,M,29,35,33,1048861,128,219.77,22,8
1121205,2019-03-18,2019-03-18,1178,144554,30-34,M,29,32,30,297452,30,52.02,4,1
1121206,2019-03-19,2019-03-19,1178,144554,30-34,M,29,34,31,227925,22,35.31,22,12
1121207,2019-03-20,2019-03-20,1178,144554,30-34,M,29,34,31,374175,38,63.32,8,3
1121211,2019-03-21,2019-03-21,1178,144556,30-34,M,30,32,31,223586,32,54.24,1,0
1121213,2019-03-22,2019-03-22,1178,144556,30-34,M,30,31,35,283170,39,65.23,2,1
1121215,2019-03-23,2019-03-23,1178,144556,30-34,M,30,31,34,41636,3,4.21,1,0
1121216,2019-03-24,2019-03-24,1178,144556,30-34,M,30,32,34,198658,30,48.61,8,1
1121220,2019-03-25,2019-03-25,1178,144558,30-34,M,31,37,35,100596,10,13.92,4,2
1121223,2019-03-26,2019-03-26,1178,144558,30-34,M,31,37,35,64020,5,11.06,1,0
1121224,2019-03-27,2019-03-27,1178,144558,30-34,M,31,32,33,14289,0,0,1,0
1121229,2019-03-28,2019-03-28,1178,144561,30-34,M,32,36,37,404866,43,87.42,4,0
1121231,2019-03-29,2019-03-29,1178,144561,30-34,M,32,36,35,22256,1,1.66,1,1
1121233,2019-03-30,2019-03-30,1178,144561,30-34,M,32,34,36,57690,4,6.74,1,0
1121241,2019-03-31,2019-03-31,1178,144562,30-34,M,36,40,37,24952,5,8.22,3,2
1121242,2019-04-01,2019-04-01,1178,144562,30-34,M,36,37,39,38900,3,5.58,1,0
1121243,2019-04-02,2019-04-02,1178,144562,30-34,M,36,42,42,53520,6,9.23,1,1
1121244,2019-04-03,2019-04-03,1178,144562,30-34,M,36,41,41,181683,20,34.23,2,1
1121245,2019-04-04,2019-04-04,1178,144562,30-34,M,36,37,40,29185,2,3.15,1,0
1121246,2019-04-05,2019-04-05,1178,144562,30-34,M,36,41,38,105047,13,20.21,3,1
